Medio empleado;Medio empleado;Sexo;Edad;Total;Año
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;A;30_39;93;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;A;40_44;86;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;A;45_49;70;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;A;50_54;89;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;A;55_59;92;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;A;60_64;60;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;A;65_69;64;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;A;70_74;61;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;A;75_79;76;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;A;80_84;58;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;A;85_89;53;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;A;90_94;25;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;A;95_mas;8;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;Todas las edades;630;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;0_15;2;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;15_29;80;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;30_39;67;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;40_44;59;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;45_49;51;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;50_54;54;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;55_59;58;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;60_64;27;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;65_69;42;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;70_74;38;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;75_79;51;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;80_84;40;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;85_89;38;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;90_94;17;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;H;95_mas;6;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;Todas las edades;316;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;0_15;2;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;15_29;27;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;30_39;26;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;40_44;27;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;45_49;19;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;50_54;35;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;55_59;34;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;60_64;33;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;65_69;22;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;70_74;23;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;75_79;25;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;80_84;18;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;85_89;15;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;90_94;8;2019
X80;X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado;M;95_mas;2;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;Todas las edades;61;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;0_15;0;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;15_29;5;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;30_39;7;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;40_44;2;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;45_49;8;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;50_54;9;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;55_59;4;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;60_64;7;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;65_69;4;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;70_74;8;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;75_79;0;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;80_84;4;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;85_89;2;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;90_94;1;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;A;95_mas;0;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;Todas las edades;44;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;0_15;0;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;15_29;3;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;30_39;6;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;40_44;1;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;45_49;5;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;50_54;5;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;55_59;3;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;60_64;7;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;65_69;4;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;70_74;5;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;75_79;0;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;80_84;2;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;85_89;2;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;90_94;1;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;H;95_mas;0;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;Todas las edades;17;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;0_15;0;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;15_29;2;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;30_39;1;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;40_44;1;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;45_49;3;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;50_54;4;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;55_59;1;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;60_64;0;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;65_69;0;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;70_74;3;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;75_79;0;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;80_84;2;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;85_89;0;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;90_94;0;2019
X81;X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento;M;95_mas;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;Todas las edades;23;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;0_15;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;15_29;4;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;30_39;1;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;40_44;1;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;45_49;3;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;50_54;2;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;55_59;1;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;60_64;2;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;65_69;2;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;70_74;2;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;75_79;1;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;80_84;4;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;85_89;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;90_94;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;A;95_mas;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;Todas las edades;20;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;0_15;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;15_29;4;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;30_39;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;40_44;1;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;45_49;2;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;50_54;2;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;55_59;1;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;60_64;2;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;65_69;1;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;70_74;2;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;75_79;1;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;80_84;4;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;85_89;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;90_94;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;H;95_mas;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;Todas las edades;3;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;0_15;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;15_29;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;30_39;1;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;40_44;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;45_49;1;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;50_54;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;55_59;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;60_64;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;65_69;1;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;70_74;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;75_79;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;80_84;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;85_89;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;90_94;0;2019
X82;X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor;M;95_mas;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;Todas las edades;17;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;0_15;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;15_29;2;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;30_39;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;40_44;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;45_49;3;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;50_54;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;55_59;3;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;60_64;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;65_69;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;70_74;2;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;75_79;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;80_84;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;85_89;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;90_94;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;A;95_mas;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;Todas las edades;12;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;0_15;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;15_29;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;30_39;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;40_44;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;45_49;3;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;50_54;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;55_59;2;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;60_64;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;65_69;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;70_74;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;75_79;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;80_84;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;85_89;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;90_94;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;H;95_mas;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;Todas las edades;5;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;0_15;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;15_29;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;30_39;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;40_44;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;45_49;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;50_54;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;55_59;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;60_64;1;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;65_69;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;70_74;2;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;75_79;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;80_84;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;85_89;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;90_94;0;2019
X83;X83. Lesión autoinfligida intencionalmente por otros medios especificados;M;95_mas;0;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;Todas las edades;125;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;0_15;0;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;15_29;15;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;30_39;12;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;40_44;10;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;45_49;15;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;50_54;16;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;55_59;12;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;60_64;12;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;65_69;4;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;70_74;14;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;75_79;3;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;80_84;7;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;85_89;3;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;90_94;2;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;A;95_mas;0;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;Todas las edades;87;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;0_15;0;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;15_29;8;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;30_39;10;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;40_44;6;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;45_49;11;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;50_54;12;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;55_59;7;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;60_64;8;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;65_69;2;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;70_74;9;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;75_79;3;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;80_84;7;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;85_89;3;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;90_94;1;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;H;95_mas;0;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;Todas las edades;38;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;0_15;0;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;15_29;7;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;30_39;2;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;40_44;4;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;45_49;4;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;50_54;4;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;55_59;5;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;60_64;4;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;65_69;2;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;70_74;5;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;75_79;0;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;80_84;0;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;85_89;0;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;90_94;1;2019
X84;X84. Lesión autoinfligida intencionalmente por medios no especificados;M;95_mas;0;2019
